100 1.4e-05
600 0.000444
1100 0.001483
1600 0.003154
2100 0.00544
2600 0.008309
3100 0.011807
3600 0.015876
4100 0.022723
4600 0.026073
5100 0.031869
5600 0.038371
6100 0.045556
6600 0.053279
7100 0.061818
7600 0.070667
8100 0.080378
8600 0.090823
9100 0.101299
9600 0.113066
10100 0.124798
10600 0.137925
11100 0.150759
11600 0.165312
12100 0.181752
12600 0.194215
13100 0.210047
13600 0.226242
14100 0.243292
14600 0.260738
15100 0.278953
15600 0.300158
16100 0.320841
16600 0.3371
17100 0.358072
17600 0.379423
18100 0.401249
18600 0.423265
19100 0.446944
19600 0.494691
20100 0.497495
20600 0.520508
21100 0.545668
21600 0.571607
22100 0.598087
22600 0.625577
23100 0.65385
23600 0.681415
24100 0.711184
24600 0.740414
25100 0.772175
25600 0.826671
26100 0.834155
26600 0.866039
27100 0.900472
27600 0.936266
28100 0.968641
28600 1.01314
29100 1.06973
29600 1.0737
100 1.4e-05
600 0.000445
1100 0.001484
1600 0.003142
2100 0.005632
2600 0.008326
3100 0.011851
3600 0.015927
4100 0.021469
4600 0.026862
5100 0.032278
5600 0.040696
6100 0.048155
6600 0.055867
7100 0.064712
7600 0.070621
8100 0.080621
8600 0.092399
9100 0.101394
9600 0.115562
10100 0.127589
10600 0.13773
11100 0.154809
11600 0.16648
12100 0.181051
12600 0.1949
13100 0.21025
13600 0.226464
14100 0.247132
14600 0.264313
15100 0.281892
15600 0.299063
16100 0.317491
16600 0.342185
17100 0.365036
17600 0.380781
18100 0.403765
18600 0.423962
19100 0.446305
19600 0.472458
20100 0.496128
20600 0.521449
21100 0.544517
21600 0.570657
22100 0.597716
22600 0.62475
23100 0.652258
23600 0.682986
24100 0.71022
24600 0.740174
25100 0.770659
25600 0.801815
26100 0.834398
26600 0.880781
27100 0.921689
27600 0.946191
28100 0.971951
28600 1.00074
29100 1.03953
29600 1.08351
