10 6e-06
20 3.6e-05
30 0.000122
40 0.000295
50 0.00058
60 0.00136
70 0.002299
80 0.002317
90 0.003914
100 0.004499
110 0.006496
120 0.009248
130 0.010033
140 0.013627
150 0.015139
160 0.018424
170 0.022067
180 0.026154
190 0.033808
200 0.037324
210 0.047489
220 0.051196
230 0.06167
240 0.074941
250 0.081107
260 0.09267
270 0.10338
280 0.118463
290 0.136119
300 0.135704
310 0.153388
320 0.169569
330 0.193644
340 0.1998
350 0.239843
360 0.254363
370 0.28093
380 0.380029
390 0.326068
400 0.371213
410 0.397813
420 0.412735
430 0.439119
440 0.51247
450 0.537901
460 0.553203
470 0.597072
480 0.699138
490 0.806142
500 0.82373
510 1.09997
520 0.839007
530 1.03667
540 0.954333
550 1.07034
560 1.13704
570 1.35782
580 1.2993
590 1.27001
600 1.94236
610 1.68731
620 1.51356
630 1.76516
640 2.50028
650 2.62297
660 2.25664
670 2.06362
680 3.13522
690 2.89276
700 2.55939
710 2.51484
720 3.41241
730 3.32135
740 3.43796
750 2.85541
760 3.85439
770 4.04204
780 3.22204
790 4.32744
800 5.01118
810 4.44788
820 3.89713
830 4.78501
840 5.75807
850 5.78477
860 4.79575
870 5.1062
880 6.44867
890 6.73977
900 5.82333
910 5.33112
920 7.40509
930 7.98311
940 5.88002
950 6.53873
960 8.57534
970 9.10705
980 7.56451
990 7.28008
