10 2e-06
20 7e-06
30 2.4e-05
40 6e-05
50 0.000113
60 0.000212
70 0.000308
80 0.000444
90 0.000622
100 0.000891
110 0.001193
120 0.001519
130 0.001848
140 0.002353
150 0.002909
160 0.003477
170 0.00417
180 0.004953
190 0.007413
200 0.006783
210 0.008079
220 0.010153
230 0.010673
240 0.012416
250 0.014733
260 0.016686
270 0.019474
280 0.023321
290 0.026046
300 0.027853
310 0.031058
320 0.034958
330 0.038499
340 0.041276
350 0.053923
360 0.050713
370 0.058516
380 0.080398
390 0.069775
400 0.077917
410 0.084555
420 0.091953
430 0.100148
440 0.111549
450 0.120292
460 0.124149
470 0.128234
480 0.150315
490 0.161604
500 0.170647
510 0.282865
520 0.206411
530 0.216455
540 0.227778
550 0.241697
560 0.2584
570 0.289769
580 0.285531
590 0.291935
600 0.313704
610 0.358882
620 0.357966
630 0.384233
640 0.441384
650 0.466399
660 0.444978
670 0.458659
680 0.575777
690 0.552092
700 0.548503
710 0.553295
720 0.746074
730 0.782006
740 0.686322
750 0.940162
760 0.827268
770 0.880304
780 0.767807
790 1.10574
800 1.32967
810 1.02512
820 0.933561
830 1.17323
840 1.2142
850 1.31704
860 1.25094
870 1.2122
880 1.42952
890 1.40668
900 1.28429
910 1.37677
920 1.66134
930 1.71976
940 1.40934
950 1.48991
960 1.78843
970 1.7926
980 1.77803
990 1.91872
